d_Au_Pd_m,d_Au_Pd_nm,d_over_lambda_D,applicable,diagnostic_status,formula,mean_definition,surface_charge_definition,surface_charge_sign_convention,interpretation,gouy_chapman_numerator_C_per_m,metal,effective_C_H_F_per_m2,boundary_length_m,boundary_area_m2,n_boundary_quadrature_points,n_boundary_samples,mean_signed_sigma_C_per_m2,mean_abs_sigma_C_per_m2,local_min_sigma_C_per_m2,local_max_sigma_C_per_m2,charge_sign,has_sign_change,has_zero_charge,has_zero_crossing,mean_gouy_chapman_length_m,mean_gouy_chapman_length_nm,mean_length_infinite,local_min_gouy_chapman_length_m,local_min_gouy_chapman_length_nm,local_max_gouy_chapman_length_m,local_max_gouy_chapman_length_nm,local_max_length_infinite,zero_tolerance_C_per_m2
7.000000000000001e-09,7.000000000000001,2.3017094649081264,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,2194,2194,-0.027046422561425247,0.027046422561425247,-0.0426142235196522,-0.026336415667932645,negative,False,False,False,1.3197906168300323e-09,1.3197906168300322,False,8.376455504094202e-10,0.8376455504094202,1.355371025634756e-09,1.355371025634756,False,1.2111690784778433e-15
7.500000000000001e-09,7.500000000000001,2.4661172838301355,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5000000000000002e-08,2.5e-10,2175,2175,-0.03600466476547162,0.03600466476547162,-0.04796470998650634,-0.035315405895555055,negative,False,False,False,9.91416388623652e-10,0.991416388623652,False,7.442057864090325e-10,0.7442057864090325,1.0107660894783013e-09,1.0107660894783013,False,1.3632390501500806e-15
7.500000000000001e-09,7.500000000000001,2.4661172838301355,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,2175,2175,-0.027061455071399943,0.027061455071399943,-0.042803390875009985,-0.026339480471888443,negative,False,False,False,1.3190574794004425e-09,1.3190574794004424,False,8.339436195516321e-10,0.8339436195516321,1.3552133176463478e-09,1.3552133176463477,False,1.2165455380855401e-15
8e-09,8.0,2.630525102752144,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,2156,2156,-0.03601193644043122,0.03601193644043122,-0.048034648778944276,-0.03531744957283536,negative,False,False,False,9.91216197841365e-10,0.9912161978413649,False,7.431222174572473e-10,0.7431222174572473,1.0107076005523523e-09,1.0107076005523523,False,1.3652268301866649e-15
8e-09,8.0,2.630525102752144,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.500000000000001e-08,2.500000000000001e-10,2156,2156,-0.027073919235450994,0.027073919235450994,-0.04295833286978269,-0.026342315735712843,negative,False,False,False,1.3184502179000652e-09,1.3184502179000652,False,8.309357540384853e-10,0.8309357540384853,1.3550674539594793e-09,1.3550674539594794,False,1.2209492544395372e-15
8.5e-09,8.5,2.794932921674153,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5e-08,2.5e-10,2138,2138,-0.03601797943478751,0.03601797943478751,-0.048092379891350935,-0.035319186132505856,negative,False,False,False,9.910498944011548e-10,0.9910498944011548,False,7.422301577928092e-10,0.7422301577928092,1.0106579064837744e-09,1.0106579064837744,False,1.366867647088581e-15
8.5e-09,8.5,2.794932921674153,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,2138,2138,-0.02708426150062231,0.02708426150062231,-0.04308604397958854,-0.026344653810052156,negative,False,False,False,1.317946760873246e-09,1.3179467608732458,False,8.284727818664314e-10,0.8284727818664315,1.3549471924269124e-09,1.3549471924269123,False,1.2245790224934734e-15
9.000000000000001e-09,9.000000000000002,2.9593407405961627,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5e-08,2.5e-10,2120,2120,-0.03602300522225707,0.03602300522225707,-0.048140317977694996,-0.03532053876022536,negative,False,False,False,9.909116270325591e-10,0.9909116270325591,False,7.41491045653834e-10,0.7414910456538341,1.0106192025469935e-09,1.0106192025469936,False,1.3682301294493015e-15
9.000000000000001e-09,9.000000000000002,2.9593407405961627,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,2120,2120,-0.027092852029467103,0.027092852029467103,-0.04319184705175933,-0.026346519493205506,negative,False,False,False,1.317528869849707e-09,1.317528869849707,False,8.26443348732296e-10,0.826443348732296,1.3548512441878577e-09,1.3548512441878577,False,1.2275861266675557e-15
9.123653667053e-09,9.123653667053,2.9999999999999463,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5e-08,2.5e-10,2115,2115,-0.036024111826386006,0.036024111826386006,-0.04815066078361977,-0.03532090937963386,negative,False,False,False,9.908811877838923e-10,0.9908811877838922,False,7.41331772699832e-10,0.741331772699832,1.010608598202495e-09,1.010608598202495,False,1.3685240896739905e-15
9.123653667053e-09,9.123653667053,2.9999999999999463,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,2115,2115,-0.027094742229227118,0.027094742229227118,-0.04321466382821185,-0.02634707253035485,negative,False,False,False,1.317436955605514e-09,1.3174369556055139,False,8.260069974693624e-10,0.8260069974693625,1.354822805238179e-09,1.354822805238179,False,1.2282346184580276e-15
9.5e-09,9.5,3.1237485595181713,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,2102,2102,-0.03602718632537285,0.03602718632537285,-0.048179894891388075,-0.035321721469749816,negative,False,False,False,9.907966276636428e-10,0.9907966276636428,False,7.408819549286636e-10,0.7408819549286636,1.0105853630593719e-09,1.010585363059372,False,1.3693549729904383e-15
9.5e-09,9.5,3.1237485595181713,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,2102,2102,-0.027099991402190604,0.027099991402190604,-0.04327914712334099,-0.026348091751214605,negative,False,False,False,1.3171817727035774e-09,1.3171817727035775,False,8.247762973161279e-10,0.8247762973161279,1.3547703967496475e-09,1.3547703967496476,False,1.230067343935303e-15
1e-08,10.0,3.2881563784401804,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5000000000000002e-08,2.5e-10,2084,2084,-0.03603066759343746,0.03603066759343746,-0.04821251927251707,-0.0353227770116245,negative,False,False,False,9.907008973070107e-10,0.9907008973070107,False,7.40380615947961e-10,0.740380615947961,1.010555163985038e-09,1.0105551639850379,False,1.3702822136712333e-15
1e-08,10.0,3.2881563784401804,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.500000000000001e-08,2.500000000000001e-10,2084,2084,-0.027105930687649115,0.027105930687649115,-0.04335096668813974,-0.026349640987319147,negative,False,False,False,1.316893159903708e-09,1.316893159903708,False,8.234098900764533e-10,0.8234098900764533,1.3546907425633527e-09,1.3546907425633528,False,1.2321085787374312e-15
1.5000000000000002e-08,15.000000000000002,4.932234567660271,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5e-08,2.5e-10,1924,1924,-0.03604530864563643,0.03604530864563643,-0.048348486838975954,-0.03532686035401527,negative,False,False,False,9.90298489778929e-10,0.990298489778929,False,7.382984876915164e-10,0.7382984876915164,1.0104383564709268e-09,1.0104383564709267,False,1.374146644337087e-15
1.5000000000000002e-08,15.000000000000002,4.932234567660271,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,1924,1924,-0.02713085989088843,0.02713085989088843,-0.04364964980105427,-0.026355125805403924,negative,False,False,False,1.3156831320107576e-09,1.3156831320107576,False,8.17775512016295e-10,0.8177755120162951,1.3544088151561776e-09,1.3544088151561775,False,1.2405976633844566e-15
1.5206089445089002e-08,15.206089445089003,5.000000000000131,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,1918,1918,-0.03604551665736056,0.03604551665736056,-0.048350352105209174,-0.035326945652171836,negative,False,False,False,9.902927749573542e-10,0.9902927749573542,False,7.382700055154997e-10,0.7382700055154997,1.010435916731868e-09,1.010435916731868,False,1.3741996583919778e-15
1.5206089445089002e-08,15.206089445089003,5.000000000000131,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000015e-08,2.5000000000000017e-10,1918,1918,-0.02713121345546274,0.02713121345546274,-0.04365371687356118,-0.026355335963206064,negative,False,False,False,1.3156659864839915e-09,1.3156659864839915,False,8.176993225749383e-10,0.8176993225749384,1.354398015082136e-09,1.354398015082136,False,1.2407132565374802e-15
2e-08,20.0,6.576312756880361,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5000000000000002e-08,2.5e-10,1787,1787,-0.03604776326047624,0.03604776326047624,-0.04837077395187871,-0.03532743173553241,negative,False,False,False,9.902310569856295e-10,0.9902310569856295,False,7.37958312407832e-10,0.737958312407832,1.0104220137657614e-09,1.0104220137657614,False,1.3747800821840516e-15
2e-08,20.0,6.576312756880361,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.4999999999999986e-08,2.4999999999999986e-10,1787,1787,-0.02713503007394222,0.02713503007394222,-0.043698435835399736,-0.026355905744152797,negative,False,False,False,1.3154809343538425e-09,1.3154809343538425,False,8.168625268383728e-10,0.8168625268383728,1.3543687347306741e-09,1.354368734730674,False,1.2419842458768851e-15
3.0000000000000004e-08,30.000000000000004,9.864469135320542,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5000000000000002e-08,2.5e-10,1564,1564,-0.036048283268655536,0.036048283268655536,-0.0483751367699096,-0.03532760063532469,negative,False,False,False,9.902167725814268e-10,0.9902167725814268,False,7.378917580155057e-10,0.7378917580155058,1.0104171829800538e-09,1.0104171829800537,False,1.3749040809304233e-15
3.0000000000000004e-08,30.000000000000004,9.864469135320542,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,1564,1564,-0.027135908289697093,0.027135908289697093,-0.04370798552937363,-0.026356167332847787,negative,False,False,False,1.3154383606515198e-09,1.3154383606515199,False,8.166840517369566e-10,0.8166840517369566,1.3543552924290913e-09,1.3543552924290914,False,1.2422556645041605e-15
5.0000000000000004e-08,50.00000000000001,16.440781892200903,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5e-08,2.5e-10,1251,1251,-0.03604835769892967,0.03604835769892967,-0.04837535609685809,-0.035327491890090025,negative,False,False,False,9.902147280470696e-10,0.9902147280470696,False,7.378884125197686e-10,0.7378884125197687,1.0104202932504916e-09,1.0104202932504915,False,1.3749103145772236e-15
5.0000000000000004e-08,50.00000000000001,16.440781892200903,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.4999999999999986e-08,2.4999999999999986e-10,1251,1251,-0.027136021436813613,0.027136021436813613,-0.04370843553136293,-0.02635596087810024,negative,False,False,False,1.3154328757628152e-09,1.315432875762815,False,8.166756435328322e-10,0.8166756435328322,1.3543659015311947e-09,1.3543659015311948,False,1.2422684543299434e-15
7.500000000000001e-08,75.00000000000001,24.661172838301354,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999986e-08,2.4999999999999986e-10,1001,1001,-0.03604844731500383,0.03604844731500383,-0.04837546073199017,-0.03532731652916598,negative,False,False,False,9.902122663833054e-10,0.9902122663833054,False,7.378868164822254e-10,0.7378868164822253,1.01042530886599e-09,1.01042530886599,False,1.3749132884865438e-15
7.500000000000001e-08,75.00000000000001,24.661172838301354,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,1001,1001,-0.02713615296618101,0.02713615296618101,-0.043708617419135405,-0.02635563361793915,negative,False,False,False,1.3154264998386295e-09,1.3154264998386294,False,8.166722450425022e-10,0.8166722450425022,1.3543827188086516e-09,1.3543827188086517,False,1.2422736238913616e-15
1.0000000000000001e-07,100.00000000000001,32.881563784401806,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5000000000000002e-08,2.5e-10,835,835,-0.036048555086437194,0.036048555086437194,-0.04837558240600605,-0.03532710297655681,negative,False,False,False,9.902093060262252e-10,0.9902093060262253,False,7.378849605531024e-10,0.7378849605531024,1.0104314168947527e-09,1.0104314168947528,False,1.3749167466700683e-15
1.0000000000000001e-07,100.00000000000001,32.881563784401806,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,835,835,-0.02713631084984297,0.02713631084984297,-0.04370882616922184,-0.026355236644479627,negative,False,False,False,1.315418846464006e-09,1.315418846464006,False,8.166683446769083e-10,0.8166683446769083,1.3544031190805468e-09,1.3544031190805468,False,1.2422795569256618e-15
